0 | function | palavra-reservada
1369 | native | palavra-reservada

1370 | \w/ | string

1371 | rquickExpr | funcao

1372 | = | operador

1373 | /^ | string

1374 | # | char

1375 | \w | string

1376 | | | char

1377 | \w | string

1378 | |\ | string

1379 | \w | string

1380 | $/ | string

1381 | rsibling | string

1382 | = | operador

1383 | / | operador

1384 | ~ | char

1385 | / | operador

1386 | runescape | string

1387 | = | operador

1388 | new | palavra-reservada

1389 | RegExp | string

1390 | \\\\ | string

1391 | \\da | string

1392 | fA | string

1393 | F | char

1394 | 1 | inteiro

1395 | 6 | inteiro

1396 | whitespace | string

1397 | |\\\\ | string

1398 | ^\\r\\n\\f | string

1399 | g | char

1400 | funescape | string

1401 | = | operador

1402 | function | palavra-reservada

1403 | escape | string

1404 | nonHex | funcao

1405 | var | palavra-reservada

1406 | high | string

1407 | = | operador

1408 | 0x | string

1409 | escape | string

1410 | slice | string

1411 | 1 | inteiro

1412 | 0x10000 | string

1413 | return | palavra-reservada

1414 | nonHex | funcao

1415 | nonHex | funcao

1416 | high | string

1417 | < | comparador

1418 | 0 | inteiro

1419 | String | tipo-de-dado

1420 | fromCharCode | string

1421 | high | string

1422 | 0x10000 | string

1423 | String | tipo-de-dado

1424 | fromCharCode | string

1425 | high | string

1426 | >> | string

1427 | 10 | string

1428 | | | char

1429 | 0xD800 | string

1430 | high | string

1431 | & | char

1432 | 0x3FF | string

1433 | | | char

1434 | 0xDC00 | string

1435 | rcssescape | string

1436 | = | operador

1437 | / | operador

1438 | \0 | string

1439 | \x1f\x7f | string

1440 | |^ | string

1441 | \d | string

1442 | |^ | string

1443 | $| | string

1444 | ^\0 | string

1445 | \x1f\x7f | string

1446 | \uFFFF\w | string

1447 | /g | string

1448 | fcssescape | string

1449 | = | operador

1450 | function | palavra-reservada

1451 | ch | string

1452 | asCodePoint | string

1453 | if | palavra-reservada

1454 | asCodePoint | string

1455 | if | palavra-reservada

1456 | ch | string

1457 | === | comparador

1458 | \0 | string

1459 | return | palavra-reservada

1460 | \uFFFD | string

1461 | return | palavra-reservada

1462 | ch | string

1463 | slice | string

1464 | 0 | inteiro

1465 | 1 | inteiro

1466 | \\ | string

1467 | ch | string

1468 | charCodeAt | string

1469 | ch | string

1470 | length | string

1471 | 1 | inteiro

1472 | toString | funcao

1473 | 16 | string

1474 | return | palavra-reservada

1475 | \\ | string

1476 | ch | string

1477 | unloadHandler | funcao

1478 | = | operador

1479 | function | palavra-reservada

1480 | setDocument | funcao

1481 | inDisabledFieldset | string

1482 | = | operador

1483 | addCombinator | funcao

1484 | function | palavra-reservada

1485 | elem | string

1486 | return | palavra-reservada

1487 | elem | string

1488 | disabled | string

1489 | === | comparador

1490 | true | palavra-reservada

1491 | && | comparador

1492 | elem | string

1493 | nodeName | funcao

1494 | toLowerCase | string

1495 | === | comparador

1496 | fieldset | string

1497 | dir | string

1498 | parentNode | funcao

1499 | next | string

1500 | legend | string

1501 | try | palavra-reservada

1502 | push | string

1503 | apply | string

1504 | arr | string

1505 | = | operador

1506 | slice | string

1507 | call | string

1508 | preferredDoc | funcao

1509 | childNodes | funcao

1510 | preferredDoc | funcao

1511 | childNodes | funcao

1512 | arr | string

1513 | preferredDoc | funcao

1514 | childNodes | funcao

1515 | length | string

1516 | nodeType | funcao

1517 | catch | palavra-reservada

1518 | e | char

1519 | push | string

1520 | = | operador

1521 | apply | string

1522 | arr | string

1523 | length | string

1524 | function | palavra-reservada

1525 | target | string

1526 | els | string

1527 | pushNative | funcao

1528 | apply | string

1529 | target | string

1530 | slice | string

1531 | call | string

1532 | els | string

1533 | function | palavra-reservada

1534 | target | string

1535 | els | string

1536 | var | palavra-reservada

1537 | j | char

1538 | = | operador

1539 | target | string

1540 | length | string

1541 | i | char

1542 | = | operador

1543 | 0 | inteiro

1544 | while | palavra-reservada

1545 | target | string

1546 | j | char

1547 | = | operador

1548 | els | string

1549 | i | char

1550 | target | string

1551 | length | string

1552 | = | operador

1553 | j | char

1554 | 1 | inteiro

1555 | function | palavra-reservada

1556 | Sizzle | string

1557 | selector | string

1558 | context | string

1559 | results | string

1560 | seed | string

1561 | var | palavra-reservada

1562 | m | char

1563 | i | char

1564 | elem | string

1565 | nid | string

1566 | match | string

1567 | groups | string

1568 | newSelector | funcao

1569 | newContext | funcao

1570 | = | operador

1571 | context | string

1572 | && | comparador

1573 | context | string

1574 | ownerDocument | funcao

1575 | nodeType | funcao

1576 | = | operador

1577 | context | string

1578 | context | string

1579 | nodeType | funcao

1580 | 9 | inteiro

1581 | results | string

1582 | = | operador

1583 | results | string

1584 | || | comparador

1585 | if | palavra-reservada

1586 | typeof | palavra-reservada

1587 | selector | string

1588 | == | comparador

1589 | string | tipo-de-dado

1590 | || | comparador

1591 | selector | string

1592 | || | comparador

1593 | nodeType | funcao

1594 | == | comparador

1595 | 1 | inteiro

1596 | && | comparador

1597 | nodeType | funcao

1598 | == | comparador

1599 | 9 | inteiro

1600 | && | comparador

1601 | nodeType | funcao

1602 | == | comparador

1603 | 11 | string

1604 | return | palavra-reservada

1605 | results | string

1606 | if | palavra-reservada

1607 | seed | string

1608 | setDocument | funcao

1609 | context | string

1610 | context | string

1611 | = | operador

1612 | context | string

1613 | || | comparador

1614 | document | palavra-reservada

1615 | if | palavra-reservada

1616 | documentIsHTML | string

1617 | if | palavra-reservada

1618 | nodeType | funcao

1619 | == | comparador

1620 | 11 | string

1621 | && | comparador

1622 | match | string

1623 | = | operador

1624 | rquickExpr | funcao

1625 | exec | string

1626 | selector | string

1627 | if | palavra-reservada

1628 | m | char

1629 | = | operador

1630 | match | string

1631 | 1 | inteiro

1632 | if | palavra-reservada

1633 | nodeType | funcao

1634 | === | comparador

1635 | 9 | inteiro

1636 | if | palavra-reservada

1637 | elem | string

1638 | = | operador

1639 | context | string

1640 | getElementById | string

1641 | m | char

1642 | if | palavra-reservada

1643 | elem | string

1644 | id | string

1645 | === | comparador

1646 | m | char

1647 | results | string

1648 | push | string

1649 | elem | string

1650 | return | palavra-reservada

1651 | results | string

1652 | else | palavra-reservada

1653 | return | palavra-reservada

1654 | results | string

1655 | else | palavra-reservada

1656 | if | palavra-reservada

1657 | newContext | funcao

1658 | && | comparador

1659 | elem | string

1660 | = | operador

1661 | newContext | funcao

1662 | getElementById | string

1663 | m | char

1664 | && | comparador

1665 | contains | string

1666 | context | string

1667 | elem | string

1668 | && | comparador

1669 | elem | string

1670 | id | string

1671 | === | comparador

1672 | m | char

1673 | results | string

1674 | push | string

1675 | elem | string

1676 | return | palavra-reservada

1677 | results | string

1678 | else | palavra-reservada

1679 | if | palavra-reservada

1680 | match | string

1681 | 2 | inteiro

1682 | push | string

1683 | apply | string

1684 | results | string

1685 | context | string

1686 | getElementsByTagName | string

1687 | selector | string

1688 | return | palavra-reservada

1689 | results | string

1690 | else | palavra-reservada

1691 | if | palavra-reservada

1692 | m | char

1693 | = | operador

1694 | match | string

1695 | 3 | inteiro

1696 | && | comparador

1697 | support | string

1698 | getElementsByClassName | string

1699 | && | comparador

1700 | context | string

1701 | getElementsByClassName | string

1702 | push | string

1703 | apply | string

1704 | results | string

1705 | context | string

1706 | getElementsByClassName | string

1707 | m | char

1708 | return | palavra-reservada

1709 | results | string

1710 | if | palavra-reservada

1711 | support | string

1712 | qsa | string

1713 | && | comparador

1714 | nonnativeSelectorCache | string

1715 | selector | string

1716 | && | comparador

1717 | rbuggyQSA | string

1718 | || | comparador

1719 | rbuggyQSA | string

1720 | test | string

1721 | selector | string

1722 | && | comparador

1723 | nodeType | funcao

1724 | == | comparador

1725 | 1 | inteiro

1726 | || | comparador

1727 | context | string

1728 | nodeName | funcao

1729 | toLowerCase | string

1730 | == | comparador

1731 | object | string

1732 | newSelector | funcao

1733 | = | operador

1734 | selector | string

1735 | newContext | funcao

1736 | = | operador

1737 | context | string

1738 | if | palavra-reservada

1739 | nodeType | funcao

1740 | === | comparador

1741 | 1 | inteiro

1742 | && | comparador

1743 | rdescend | string

1744 | test | string

1745 | selector | string

1746 | || | comparador

1747 | rcombinators | string

1748 | test | string

1749 | selector | string

1750 | newContext | funcao

1751 | = | operador

1752 | rsibling | string

1753 | test | string

1754 | selector | string

1755 | && | comparador

1756 | testContext | funcao

1757 | context | string

1758 | parentNode | funcao

1759 | || | comparador

1760 | context | string

1761 | if | palavra-reservada

1762 | newContext | funcao

1763 | == | comparador

1764 | context | string

1765 | || | comparador

1766 | support | string

1767 | scope | string

1768 | if | palavra-reservada

1769 | nid | string

1770 | = | operador

1771 | context | string

1772 | getAttribute | funcao

1773 | id | string

1774 | nid | string

1775 | = | operador

1776 | nid | string

1777 | replace | string

1778 | rcssescape | string

1779 | fcssescape | string

1780 | else | palavra-reservada

1781 | context | string

1782 | setAttribute | funcao

1783 | id | string

1784 | nid | string

1785 | = | operador

1786 | expando | string

1787 | groups | string

1788 | = | operador

1789 | tokenize | string

1790 | selector | string

1791 | i | char

1792 | = | operador

1793 | groups | string

1794 | length | string

1795 | while | palavra-reservada

1796 | i | char

1797 | groups | string

1798 | i | char

1799 | = | operador

1800 | nid | string

1801 | # | char

1802 | nid | string

1803 | scope | string

1804 | toSelector | funcao

1805 | groups | string

1806 | i | char

1807 | newSelector | funcao

1808 | = | operador

1809 | groups | string

1810 | join | string

1811 | try | palavra-reservada

1812 | push | string

1813 | apply | string

1814 | results | string

1815 | newContext | funcao

1816 | querySelectorAll | string

1817 | newSelector | funcao

1818 | return | palavra-reservada

1819 | results | string

1820 | catch | palavra-reservada

1821 | qsaError | funcao

1822 | nonnativeSelectorCache | string

1823 | selector | string

1824 | true | palavra-reservada

1825 | finally | palavra-reservada

1826 | if | palavra-reservada

1827 | nid | string

1828 | === | comparador

